Holdings details,,,,,,,,,
,,,,,,,,,
Small-Cap Growth ETF (VBK),,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Equity,as of 02/29/2024,,,,,,,,
,,,,,,,,,
,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,2418601,Hecla Mining Co,HL,0.04%,Metals & Mining,US,---,"$15,039,877.62 ","4,248,553"
,BKSGZN7,Harmony Biosciences Holdings Inc,HRMY,0.04%,Pharmaceuticals,US,---,"$14,960,172.90 ","466,049"
,BMFQC33,Hayward Holdings Inc,HAYW,0.04%,Building Products,US,---,"$14,874,095.94 ","1,005,686"
,BDH2902,eXp World Holdings Inc,EXPI,0.04%,Real Estate Management & Development,US,---,"$14,573,750.00 ","1,112,500"
,BLLHH27,Sabre Corp,SABR,0.04%,"Hotels, Restaurants & Leisure",US,---,"$14,548,500.00 ","5,490,000"
,BNKGXX2,Verve Therapeutics Inc,VERV,0.04%,Biotechnology,US,---,"$14,530,640.85 ","852,237"
,BF4L070,CONSOL Energy Inc,CEIX,0.04%,"Oil, Gas & Consumable Fuels",US,---,"$14,422,136.82 ","168,051"
,BRBD9F4,Cava Group Inc,CAVA,0.04%,"Hotels, Restaurants & Leisure",US,---,"$14,394,326.76 ","246,436"
,BDFKQ07,Rocket Pharmaceuticals Inc,RCKT,0.04%,Biotechnology,US,---,"$14,329,838.90 ","489,073"
,B1YB5Y4,Infinera Corp,INFN,0.04%,Communications Equipment,US,---,"$14,007,833.10 ","2,790,405"
,2510790,Forward Air Corp,FWRD,0.04%,Air Freight & Logistics,US,---,"$13,785,997.70 ","371,290"
,BMHR7L7,Alkami Technology Inc,ALKT,0.04%,Software,US,---,"$13,769,256.30 ","551,874"
,BMYVSM0,Callon Petroleum Co,CPE,0.04%,"Oil, Gas & Consumable Fuels",US,---,"$13,762,717.64 ","441,679"
,BLFDXF6,StepStone Group Inc,STEP,0.04%,Capital Markets,US,---,"$13,679,000.91 ","393,867"
,BPH0546,Life Time Group Holdings Inc,LTH,0.04%,"Hotels, Restaurants & Leisure",US,---,"$13,660,926.30 ","994,245"
,BL6JGD2,Atlas Energy Solutions Inc,AESI,0.04%,Energy Equipment & Services,US,---,"$13,636,987.04 ","723,064"
,BH3T5K7,Enerpac Tool Group Corp,EPAC,0.04%,Machinery,US,---,"$13,250,996.48 ","393,088"
,BCBVTX1,Agios Pharmaceuticals Inc,AGIO,0.04%,Biotechnology,US,---,"$13,067,654.72 ","404,321"
,BP7L3L2,Integral Ad Science Holding Corp,IAS,0.04%,Media,US,---,"$13,012,336.12 ","1,256,017"
,BJLFHW7,Chewy Inc,CHWY,0.04%,Specialty Retail,US,---,"$12,995,440.92 ","736,703"
,BJYLZK6,Palomar Holdings Inc,PLMR,0.04%,Insurance,US,---,"$12,936,338.28 ","169,902"
,2676692,Shenandoah Telecommunications Co,SHEN,0.04%,Diversified Telecommunication Services,US,---,"$12,892,212.66 ","690,901"
,BNHP503,PubMatic Inc,PUBM,0.04%,Media,US,---,"$12,603,660.36 ","601,894"
,BMXC0N9,Fluence Energy Inc,FLNC,0.04%,Electrical Equipment,US,---,"$12,581,024.83 ","822,827"
,BJ1FD74,Revolve Group Inc,RVLV,0.04%,Specialty Retail,US,---,"$12,550,714.44 ","572,308"
,2930774,Vicor Corp,VICR,0.04%,Electrical Equipment,US,---,"$12,333,590.08 ","331,192"
,BMGNTQ5,Lemonade Inc,LMND,0.04%,Insurance,US,---,"$12,319,956.32 ","758,618"
,BKDRF35,AdaptHealth Corp,AHCO,0.03%,Health Care Providers & Services,US,---,"$12,110,120.55 ","1,183,785"
,BMFZ3F9,Dream Finders Homes Inc,DFH,0.03%,Household Durables,US,---,"$12,098,878.61 ","309,197"
,BP0TJS2,Cytek Biosciences Inc,CTKB,0.03%,Life Sciences Tools & Services,US,---,"$12,079,097.80 ","1,568,714"
,BP3YM85,Trupanion Inc,TRUP,0.03%,Insurance,US,---,"$12,060,478.25 ","450,859"
,BD82PS1,Comstock Resources Inc,CRK,0.03%,"Oil, Gas & Consumable Fuels",US,---,"$12,053,191.50 ","1,409,730"
,BNV0RN1,Portillo's Inc,PTLO,0.03%,"Hotels, Restaurants & Leisure",US,---,"$12,035,460.54 ","828,318"
,BS7T2S7,Triumph Financial Inc,TFIN,0.03%,Banks,US,---,"$12,005,625.00 ","160,075"
,BZ8FPH3,Editas Medicine Inc,EDIT,0.03%,Biotechnology,US,---,"$11,886,443.30 ","1,181,555"
,BSL7HC6,Paramount Group Inc,PGRE,0.03%,Office REITs,US,---,"$11,841,514.04 ","2,673,028"
,BHRWS81,Levi Strauss & Co,LEVI,0.03%,"Textiles, Apparel & Luxury Goods",US,---,"$11,833,503.22 ","651,266"
,BMCWKZ2,Maravai LifeSciences Holdings Inc,MRVI,0.03%,Life Sciences Tools & Services,US,---,"$11,826,127.00 ","1,529,900"
,BP7L5C7,Xometry Inc,XMTR,0.03%,Trading Companies & Distributors,US,---,"$11,560,527.24 ","591,029"
,BMV1Z44,Amplitude Inc,AMPL,0.03%,Software,US,---,"$11,485,508.64 ","968,424"
,BMQ5T49,Zentalis Pharmaceuticals Inc,ZNTL,0.03%,Biotechnology,US,---,"$11,448,643.50 ","767,850"
,BL0P090,Driven Brands Holdings Inc,DRVN,0.03%,Commercial Services & Supplies,US,---,"$11,448,223.57 ","830,183"
,BNRRP65,Mister Car Wash Inc,MCW,0.03%,Diversified Consumer Services,US,---,"$11,300,331.12 ","1,363,128"
,2407052,Extreme Networks Inc,EXTR,0.03%,Communications Equipment,US,---,"$11,257,474.72 ","890,623"
,BF1BDQ3,Redfin Corp,RDFN,0.03%,Real Estate Management & Development,US,---,"$11,253,403.46 ","1,583,871"
,2116767,Dril-Quip Inc,DRQ,0.03%,Energy Equipment & Services,US,---,"$11,176,039.00 ","494,515"
,BLPNQJ1,Kinetik Holdings Inc,KNTK,0.03%,"Oil, Gas & Consumable Fuels",US,---,"$11,158,047.16 ","315,913"
,BLNB073,PureCycle Technologies Inc,PCT,0.03%,Chemicals,US,---,"$10,993,982.52 ","1,898,788"
,BJ9N563,Sunnova Energy International Inc,NOVA,0.03%,Independent Power and Renewable Electricity Producers,US,---,"$10,946,732.16 ","1,503,672"
,BNTB3N8,Vizio Holding Corp,VZIO,0.03%,Household Durables,US,---,"$10,602,112.53 ","962,953"
,BK8MDM0,Helios Technologies Inc,HLIO,0.03%,Machinery,US,---,"$10,566,110.45 ","239,323"
,BNDYF15,Vimeo Inc,VMEO,0.03%,Interactive Media & Services,US,---,"$10,420,089.36 ","2,175,384"
,2719456,RPC Inc,RES,0.03%,Energy Equipment & Services,US,---,"$10,402,474.38 ","1,407,642"
,B1W8J67,TFS Financial Corp,TFSL,0.03%,Banks,US,---,"$10,342,557.75 ","811,181"
,B3RDWC8,MaxLinear Inc,MXL,0.03%,Semiconductors & Semiconductor Equipment,US,---,"$10,332,709.92 ","531,518"
,BMTD3M6,Open Lending Corp,LPRO,0.03%,Capital Markets,US,---,"$10,061,888.10 ","1,385,935"
,BZ0G875,REGENXBIO Inc,RGNX,0.03%,Biotechnology,US,---,"$9,989,597.12 ","572,798"
,B3SWPT2,Ameresco Inc,AMRC,0.03%,Construction & Engineering,US,---,"$9,861,952.48 ","470,513"
,2795542,Semtech Corp,SMTC,0.03%,Semiconductors & Semiconductor Equipment,US,---,"$9,851,852.00 ","464,710"
,BMXXBD9,Figs Inc,FIGS,0.03%,"Textiles, Apparel & Luxury Goods",US,---,"$9,752,433.30 ","1,864,710"
,BMC9RZ2,ChargePoint Holdings Inc,CHPT,0.03%,Electrical Equipment,US,---,"$9,703,408.59 ","4,687,637"
,BYN5Z59,Live Oak Bancshares Inc,LOB,0.03%,Banks,US,---,"$9,585,309.84 ","241,322"
,2577870,HealthStream Inc,HSTM,0.03%,Health Care Technology,US,---,"$9,562,976.72 ","350,549"
,BNG96D6,Luminar Technologies Inc,LAZR,0.03%,Automobile Components,US,---,"$9,485,821.57 ","3,968,963"
,2037062,Helix Energy Solutions Group Inc,HLX,0.03%,Energy Equipment & Services,US,---,"$9,321,750.00 ","1,035,750"
,BKF9DQ8,Phreesia Inc,PHR,0.03%,Health Care Technology,US,---,"$9,294,318.00 ","375,528"
,BMTW8S4,NerdWallet Inc,NRDS,0.03%,Consumer Finance,US,---,"$9,271,853.22 ","549,606"
,BM8TFC9,Sun Country Airlines Holdings Inc,SNCY,0.03%,Passenger Airlines,US,---,"$9,250,710.00 ","616,714"
,BN0TRB7,LifeStance Health Group Inc,LFST,0.03%,Health Care Providers & Services,US,---,"$9,146,464.75 ","1,095,385"
,BNSP0B8,ImmunityBio Inc,IBRX,0.03%,Biotechnology,US,---,"$9,138,374.19 ","1,932,003"
,BKWBFH2,Virgin Galactic Holdings Inc,SPCE,0.03%,Aerospace & Defense,US,---,"$9,054,411.90 ","5,203,685"
,BQPF874,ACELYRIN Inc,SLRN,0.03%,Biotechnology,US,---,"$8,919,600.30 ","1,055,574"
,BMFNRG2,Olo Inc,OLO,0.03%,Software,US,---,"$8,741,907.72 ","1,502,046"
,2789523,Omnicell Inc,OMCL,0.02%,Health Care Equipment & Supplies,US,---,"$8,640,044.80 ","329,270"
,BD8ZJW2,Yext Inc,YEXT,0.02%,Software,US,---,"$8,529,441.28 ","1,440,784"
,BFZP4R9,nLight Inc,LASR,0.02%,"Electronic Equipment, Instruments & Components",US,---,"$8,489,386.71 ","641,677"
,BNG47W7,Treace Medical Concepts Inc,TMCI,0.02%,Health Care Equipment & Supplies,US,---,"$8,394,328.32 ","624,578"
,BYXHTC0,Cars.com Inc,CARS,0.02%,Interactive Media & Services,US,---,"$8,350,898.92 ","455,338"
,2100362,BioCryst Pharmaceuticals Inc,BCRX,0.02%,Biotechnology,US,---,"$8,340,259.48 ","1,481,396"
,BMTVQT8,GoodRx Holdings Inc,GDRX,0.02%,Health Care Technology,US,---,"$8,331,249.20 ","1,069,480"
,BNNLSZ1,Alignment Healthcare Inc,ALHC,0.02%,Health Care Providers & Services,US,---,"$8,206,962.00 ","1,367,827"
,BPBLNG3,Udemy Inc,UDMY,0.02%,Diversified Consumer Services,US,---,"$8,145,356.40 ","720,828"
,BJDQXG4,Novavax Inc,NVAX,0.02%,Biotechnology,US,---,"$8,063,458.26 ","1,632,279"
,BPBJFM7,Prime Medicine Inc,PRME,0.02%,Biotechnology,US,---,"$7,989,800.71 ","925,817"
,BMZ2WT7,Bumble Inc,BMBL,0.02%,Interactive Media & Services,US,---,"$7,940,185.70 ","693,466"
,BDCBXH9,Camping World Holdings Inc,CWH,0.02%,Specialty Retail,US,---,"$7,789,156.22 ","291,838"
,BK6S6J8,FuelCell Energy Inc,FCEL,0.02%,Electrical Equipment,US,---,"$7,757,280.37 ","6,518,723"
,BJ5FZ74,Adaptive Biotechnologies Corp,ADPT,0.02%,Life Sciences Tools & Services,US,---,"$7,747,300.68 ","1,884,988"
,BMGWSJ8,Corsair Gaming Inc,CRSR,0.02%,"Technology Hardware, Storage & Peripherals",US,---,"$7,718,471.95 ","596,021"
,2186254,Century Aluminum Co,CENX,0.02%,Metals & Mining,US,---,"$7,698,371.13 ","735,279"
,BNV08M7,Arhaus Inc,ARHS,0.02%,Specialty Retail,US,---,"$7,624,330.94 ","576,727"
,2889768,3D Systems Corp,DDD,0.02%,Machinery,US,---,"$7,592,490.90 ","1,833,935"
,BQLSDL6,Savers Value Village Inc,SVV,0.02%,Broadline Retail,US,---,"$7,349,872.64 ","363,136"
,2986937,CEVA Inc,CEVA,0.02%,Semiconductors & Semiconductor Equipment,US,---,"$7,332,145.12 ","323,858"
,BMDCDP2,BigCommerce Holdings Inc,BIGC,0.02%,IT Services,US,---,"$7,252,054.75 ","935,749"
,BS7K7C9,Nevro Corp,NVRO,0.02%,Health Care Equipment & Supplies,US,---,"$7,245,361.76 ","497,621"
,BPCHD26,SmartRent Inc,SMRT,0.02%,"Electronic Equipment, Instruments & Components",US,---,"$7,244,150.70 ","2,497,983"
,BNXH3T8,Instructure Holdings Inc,INST,0.02%,Software,US,---,"$7,190,599.92 ","313,726"
,2927497,Universal Health Realty Income Trust,UHT,0.02%,Health Care REITs,US,---,"$6,979,081.48 ","179,966"
,2202763,Compass Minerals International Inc,CMP,0.02%,Metals & Mining,US,---,"$6,788,084.40 ","297,723"
,BDZT9Y9,Arcus Biosciences Inc,RCUS,0.02%,Biotechnology,US,---,"$6,733,147.84 ","351,968"
,B298495,Kennedy-Wilson Holdings Inc,KW,0.02%,Real Estate Management & Development,US,---,"$6,633,527.06 ","755,527"
,2896809,Tootsie Roll Industries Inc,TR,0.02%,Food Products,US,---,"$6,615,511.08 ","203,429"
,BF5L3R0,Eventbrite Inc,EB,0.02%,Entertainment,US,---,"$6,508,975.20 ","1,162,317"
,BMFPJH3,SEMrush Holdings Inc,SEMR,0.02%,Software,US,---,"$6,486,717.12 ","519,769"
,BMHT0H0,Sterling Check Corp,STER,0.02%,Professional Services,US,---,"$6,415,031.61 ","409,383"
,BMGSDK2,Definitive Healthcare Corp,DH,0.02%,Health Care Technology,US,---,"$6,354,685.68 ","667,509"
,BM8JV32,Planet Labs PBC,PL,0.02%,Professional Services,US,---,"$6,273,224.34 ","2,864,486"
,BMBR683,N-able Inc,NABL,0.02%,Software,US,---,"$6,240,987.75 ","463,325"
,BN0VNB5,HighPeak Energy Inc,HPK,0.02%,"Oil, Gas & Consumable Fuels",US,---,"$6,156,832.05 ","371,565"
,BRBCSP4,CG oncology Inc,CGON,0.02%,Biotechnology,US,---,"$6,154,107.95 ","137,645"
,BLB56T1,P10 Inc,PX,0.02%,Capital Markets,US,---,"$6,088,341.33 ","656,779"
,2379281,Gorman-Rupp Co/The,GRC,0.02%,Machinery,US,---,"$6,012,892.42 ","161,074"
,BY2ZKK0,CryoPort Inc,CYRX,0.02%,Life Sciences Tools & Services,US,---,"$5,945,283.54 ","336,462"
,BMBM6H7,Nikola Corp,NKLA,0.02%,Machinery,US,---,"$5,920,052.95 ","7,954,922"
,BMGCGK5,Rumble Inc,RUM,0.02%,Interactive Media & Services,US,---,"$5,856,058.29 ","896,793"
,BKF9D68,AssetMark Financial Holdings Inc,AMK,0.02%,Capital Markets,US,---,"$5,695,521.30 ","161,118"
,BLR8XV5,MediaAlpha Inc,MAX,0.02%,Interactive Media & Services,US,---,"$5,635,285.00 ","271,580"
,BMGH6N3,ZipRecruiter Inc,ZIP,0.02%,Interactive Media & Services,US,---,"$5,601,061.20 ","440,335"
,2200552,BJ's Restaurants Inc,BJRI,0.02%,"Hotels, Restaurants & Leisure",US,---,"$5,590,978.02 ","159,651"
,BMV7CG3,MeridianLink Inc,MLNK,0.01%,Software,US,---,"$5,206,814.16 ","274,621"
,BN6R7F9,Rush Street Interactive Inc,RSI,0.01%,"Hotels, Restaurants & Leisure",US,---,"$5,149,953.90 ","880,334"
,B3ZG8F4,Spirit Airlines Inc,SAVE,0.01%,Passenger Airlines,US,---,"$5,093,423.10 ","789,678"
,BMB3JJ3,Accolade Inc,ACCD,0.01%,Health Care Providers & Services,US,---,"$5,086,583.00 ","496,252"
,BNKT9M2,Core Laboratories Inc,CLB,0.01%,Energy Equipment & Services,US,---,"$5,059,231.26 ","337,958"
,BMFPWT6,Nextdoor Holdings Inc,KIND,0.01%,Interactive Media & Services,US,---,"$4,905,897.84 ","2,240,136"
,BGHVXJ7,Silk Road Medical Inc,SILK,0.01%,Health Care Equipment & Supplies,US,---,"$4,818,927.33 ","267,867"
,BHHMRR3,Agiliti Inc,AGTI,0.01%,Health Care Providers & Services,US,---,"$4,812,750.18 ","487,614"
,BJ1FDK7,Beyond Meat Inc,BYND,0.01%,Food Products,US,---,"$4,746,135.51 ","443,979"
,BFMKYK0,Frontier Group Holdings Inc,ULCC,0.01%,Passenger Airlines,US,---,"$4,437,553.98 ","639,417"
,BMNDK09,Theravance Biopharma Inc,TBPH,0.01%,Pharmaceuticals,US,---,"$4,435,350.26 ","468,358"
,B0J2NS5,iRobot Corp,IRBT,0.01%,Household Durables,US,---,"$4,369,915.90 ","382,990"
,BP2Q7L0,EVgo Inc,EVGO,0.01%,Specialty Retail,US,---,"$4,212,639.44 ","1,423,189"
,BPG5F19,Bowlero Corp,BOWL,0.01%,"Hotels, Restaurants & Leisure",US,---,"$4,181,158.20 ","335,836"
,BMW4TN9,fuboTV Inc,FUBO,0.01%,Interactive Media & Services,US,---,"$4,165,550.01 ","2,012,343"
,BMDJ3B9,UWM Holdings Corp,UWMC,0.01%,Financial Services,US,---,"$4,101,855.12 ","642,924"
,BN75T01,Matterport Inc,MTTR,0.01%,Software,US,---,"$3,980,255.48 ","1,877,479"
,BP3YM74,CareDx Inc,CDNA,0.01%,Biotechnology,US,---,"$3,955,771.12 ","371,783"
,B59DK93,SunPower Corp,SPWR,0.01%,Electrical Equipment,US,---,"$3,940,603.25 ","1,267,075"
,BFZNYB7,Allogene Therapeutics Inc,ALLO,0.01%,Biotechnology,US,---,"$3,888,489.23 ","791,953"
,BLB56Z7,Enfusion Inc,ENFN,0.01%,Software,US,---,"$3,830,986.89 ","441,867"
,BB2C2R1,Gogo Inc,GOGO,0.01%,Wireless Telecommunication Services,US,---,"$3,802,462.08 ","465,988"
,BN6MB18,Lyell Immunopharma Inc,LYEL,0.01%,Biotechnology,US,---,"$3,727,812.16 ","1,276,648"
,2014021,Alexander's Inc,ALX,0.01%,Retail REITs,US,---,"$3,672,524.70 ","16,614"
,BMBP1P9,Paymentus Holdings Inc,PAY,0.01%,Financial Services,US,---,"$3,667,740.96 ","235,716"
,BN44TB2,TaskUS Inc,TASK,0.01%,Professional Services,US,---,"$3,534,062.93 ","265,121"
,BQ3R1Y0,Getty Images Holdings Inc,GETY,<0.01%,Interactive Media & Services,US,---,"$3,431,534.40 ","727,020"
,BPJM8Q3,BrightSpring Health Services Inc,BTSG,<0.01%,Health Care Providers & Services,US,---,"$3,344,666.57 ","372,043"
,BKLCX50,Health Catalyst Inc,HCAT,<0.01%,Health Care Technology,US,---,"$3,294,004.48 ","395,914"
,BDRW1L7,AnaptysBio Inc,ANAB,<0.01%,Biotechnology,US,---,"$3,193,292.40 ","125,080"
,BPW6T70,SES AI Corp,SES,<0.01%,Electrical Equipment,US,---,"$3,152,639.04 ","1,781,152"
,BF4VWH4,Angi Inc,ANGI,<0.01%,Interactive Media & Services,US,---,"$2,957,755.99 ","1,030,577"
,BNHTRL0,Stem Inc,STEM,<0.01%,Electrical Equipment,US,---,"$2,873,367.36 ","1,072,152"
,2115902,OPKO Health Inc,OPK,<0.01%,Health Care Providers & Services,US,---,"$2,795,800.00 ","2,795,800"
,BPLJ828,ADTRAN Holdings Inc,ADTN,<0.01%,Communications Equipment,US,---,"$2,756,338.42 ","484,418"
,BLD30Q8,EverCommerce Inc,EVCM,<0.01%,Software,US,---,"$2,667,853.32 ","272,508"
,BP2RPZ3,Hagerty Inc,HGTY,<0.01%,Insurance,US,---,"$2,617,029.40 ","304,660"
,BDC84D3,ATN International Inc,ATNI,<0.01%,Diversified Telecommunication Services,US,---,"$2,434,467.36 ","72,584"
,BVFNZL6,Digital Turbine Inc,APPS,<0.01%,Software,US,---,"$2,209,654.84 ","697,052"
,BNQS7K7,Clover Health Investments Corp,CLOV,<0.01%,Health Care Providers & Services,US,---,"$2,125,310.63 ","2,460,135"
,BMXZF55,Consensus Cloud Solutions Inc,CCSI,<0.01%,Software,US,---,"$1,987,548.32 ","124,846"
,BNKD957,Fisker Inc,FSR,<0.01%,Automobiles,US,---,"$1,717,921.38 ","2,359,134"
,BNKLRT1,Innovage Holding Corp,INNV,<0.01%,Health Care Providers & Services,US,---,"$1,465,460.04 ","302,781"
,BNKJ933,Olaplex Holdings Inc,OLPX,<0.01%,Personal Care Products,US,---,"$1,322,978.94 ","711,279"
,BMGWSL0,Outset Medical Inc,OM,<0.01%,Health Care Equipment & Supplies,US,---,"$1,145,173.05 ","363,547"
,BNQQ6C6,Beauty Health Co/The,SKIN,<0.01%,Personal Care Products,US,---,"$1,030,977.99 ","309,603"
,BMGS8C9,Desktop Metal Inc,DM,<0.01%,Machinery,US,---,"$1,006,737.70 ","1,645,803"
,BRDV332,Net Power Inc,NPWR,<0.01%,Electrical Equipment,US,---,"$823,437.96 ","100,788"
,BYQN8D9,WideOpenWest Inc,WOW,<0.01%,Media,US,---,"$727,252.00 ","181,813"
,BZB13V8,SecureWorks Corp,SCWX,<0.01%,Software,US,---,"$680,994.60 ","103,181"
,BRJQ8L4,Mural Oncology PLC,MURA,<0.01%,Biotechnology,US,---,"$639,370.56 ","120,864"
,BLBM4T8,OPAL Fuels Inc,OPAL,<0.01%,"Oil, Gas & Consumable Fuels",US,---,"$628,866.36 ","131,562"
,BND9KF9,ProKidney Corp,PROK,<0.01%,Biotechnology,US,---,"$310,280.28 ","190,356"
,BP830S3,Enviva Inc,EVA,<0.01%,"Oil, Gas & Consumable Fuels",US,---,"$97,055.15 ","242,820"
,BN4JN37,Neumora Therapeutics Inc,NMRA,<0.01%,Pharmaceuticals,US,---,"$63,432.74 ","3,598"
,BN4L6W3,Maplebear Inc,CART,<0.01%,Consumer Staples Distribution & Retail,US,---,"$59,125.18 ","1,817"
,BPLYVR9,Liberty Media Corp-Liberty Live,LLYVK,<0.01%,Entertainment,US,---,$39.71 ,0.997
,---,OMNIAB INC - 12.5 EARNOUT,---,<0.01%,---,US,---,$0.45 ,"45,320"
,---,OMNIAB INC - 15 EARNOUT,---,<0.01%,---,US,---,$0.45 ,"45,320"
,9020106,GCI Liberty Inc ESCROW DUMMY,---,<0.01%,---,US,---,$0.15 ,"14,603"
,,,,,,,,,
,,,,,,,,,
Fixed income,as of 02/29/2024,,,,,,,,
,,,,,,,,,
,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,MARKET VALUE*,FACEAMOUNT,COUPONYIELD,MATURITY DATE,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Short-term reserves,as of 02/29/2024,,,,,,,,
,,,,,,,,,
,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,MARKET VALUE*,,,,
,---,SLCMT1142,---,1.69%,"$590,532,751.82 ",,,,
,---,MKTLIQ,---,0.30%,"$104,481,605.89 ",,,,
,---,Synthetic Cash - CMS USD,---,<0.01%,"$2,380,000.00 ",,,,
,---,Synthetic Cash - ZVGI USD,---,<0.01%,"$987,000.00 ",,,,
,---,Synthetic Cash - BGS USD,---,<0.01%,"$40,000.00 ",,,,
,2353650,Vanguard Small-Cap Growth ETF,VBK,<0.01%,$253.57 ,,,,
,---,Synthetic Cash - QMS USD,---,<0.01%,"($291,616.31)",,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
** There may be deviations when applying fair value and other considerations.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"Sector categories are based on the Industry Classification Benchmark system (“ICB”), except for the “Other” category (if applicable), which includes securities that have not been provided an ICB classification as of the effective reporting period.",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"For more information about Vanguard funds and Vanguard ETF Shares, visit advisors.vanguard.com or call 800-997-2798 to obtain a prospectus or, if available, a summary prospectus. Investment objectives, risks, charges, expenses, and other important information about a fund are contained in the prospectus; read and consider it carefully before investing.",,,,,,,,,
